#Date:2020-09-02 17:20:24
#Class:methylRawDB
#DT:tabix
#SI:WM6_regions
#AS:hg19
#CT:CpG
#RS:region
#NR:31338
#DT:tabix
chr1	133125	135124	*	444	354	90
chr1	135564	137563	*	239	144	95
chr1	711985	713984	*	215	188	27
chr1	714548	716547	*	437	295	142
chr1	837695	839694	*	1826	1483	343
chr1	840620	844299	*	1548	395	1153
chr1	845884	847883	*	847	270	577
chr1	852766	854765	*	1341	783	558
chr1	854974	858970	*	2078	145	1933
chr1	861633	863632	*	124	61	63
chr1	867333	869332	*	1938	841	1097
chr1	871873	875730	*	4470	1690	2777
chr1	878364	880363	*	2511	1079	1432
chr1	884357	886356	*	527	520	7
chr1	886603	888602	*	872	692	180
chr1	892314	894313	*	414	20	393
chr1	902655	906296	*	821	385	436
chr1	906539	908538	*	2226	1616	609
chr1	910870	912869	*	2899	66	2833
chr1	913154	915153	*	3970	2734	1235
chr1	917727	919726	*	1529	984	545
chr1	919928	921927	*	609	481	128
chr1	931388	933387	*	1025	228	797
chr1	937411	939410	*	202	36	166
chr1	946671	948670	*	297	89	208
chr1	949852	951851	*	1484	983	501
chr1	952769	954768	*	1337	1004	333
chr1	956344	958343	*	687	34	653
chr1	961796	963795	*	390	97	293
chr1	964508	967966	*	130	0	130
chr1	970239	972238	*	299	50	249
chr1	973497	975496	*	88	22	66
chr1	980306	981068	*	661	550	111
chr1	981401	982152	*	213	176	37
chr1	982512	983174	*	612	332	280
chr1	983613	984206	*	1392	1055	337
chr1	984430	986429	*	4780	2644	2136
chr1	988275	990274	*	2321	1436	885
chr1	990695	994436	*	882	656	226
chr1	995304	997303	*	2700	1430	1270
chr1	997679	999678	*	2563	359	2204
chr1	999912	1002663	*	664	409	255
chr1	1005319	1007318	*	1069	467	601
chr1	1009510	1011509	*	505	330	175
chr1	1013403	1016863	*	694	59	635
chr1	1017440	1018099	*	1151	874	276
chr1	1018391	1019818	*	3303	2577	724
chr1	1020027	1023143	*	6943	5122	1820
chr1	1023348	1024075	*	858	785	73
chr1	1024615	1026377	*	683	467	216
chr1	1026626	1027509	*	63	61	2
chr1	1027731	1029730	*	524	402	122
chr1	1044045	1046044	*	231	184	47
chr1	1046341	1048340	*	518	477	41
chr1	1050831	1051178	*	185	1	184
chr1	1052446	1054445	*	924	513	411
chr1	1070370	1072369	*	2779	982	1797
chr1	1072848	1074847	*	938	524	414
chr1	1091212	1093211	*	1314	911	403
chr1	1093477	1095476	*	1983	399	1584
chr1	1096044	1098043	*	2247	1292	955
chr1	1100585	1102584	*	2838	1815	1023
chr1	1107315	1109314	*	2527	241	2285
chr1	1110146	1112145	*	1043	659	384
chr1	1113575	1115574	*	3145	1077	2068
chr1	1116007	1118006	*	1156	679	477
chr1	1133219	1136360	*	1579	997	582
chr1	1137157	1139156	*	670	351	319
chr1	1139671	1141670	*	2054	764	1288
chr1	1142151	1145568	*	4828	402	4426
chr1	1145879	1146708	*	128	95	33
chr1	1146915	1149055	*	3665	922	2743
chr1	1149525	1152522	*	170	80	90
chr1	1153135	1153784	*	421	406	15
chr1	1154420	1156419	*	3694	3395	299
chr1	1157169	1159168	*	1989	1851	137
chr1	1159529	1161959	*	806	717	87
chr1	1162282	1163502	*	720	688	32
chr1	1163896	1167001	*	1170	1000	170
chr1	1168986	1170985	*	1435	1198	237
chr1	1171916	1173915	*	3572	436	3135
chr1	1174264	1177885	*	4949	2546	2403
chr1	1178208	1181756	*	7937	5222	2715
chr1	1182471	1184470	*	1735	788	947
chr1	1187397	1189396	*	1762	1538	224
chr1	1190800	1192799	*	412	339	73
chr1	1201167	1203166	*	632	616	16
chr1	1203598	1205597	*	24	24	0
chr1	1206516	1208515	*	1256	256	1000
chr1	1209943	1211942	*	253	239	14
